UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2022,26,4332730,2200894,2131836,1606736,1540407,324294,324110,32748,31350,147455,148507,6397,5923,83264,81539,1681992,1613748,364244,364051,55277,53342,177696,177977,13062,12547,1703171,1653926,1172371,1122780,299720,300829,17707,17145,142502,143599,4651,4305,66220,65268,1232328,1181549,331800,333237,32970,32285,168199,168548,9821,9502,497723,477910,434365,417627,24574,23281,15041,14205,4953,4908,1746,1618,17044,16271,449664,432199,32444,30814,22307,21057,9497,9429,3241,3045
R,10,2022,27,4410419,2240067,2170352,1629845,1563094,338191,335756,33048,31897,150907,153553,6473,6375,81603,79677,1703101,1634512,376868,374581,55890,53971,180685,182178,13206,13049,1738808,1687982,1191748,1141761,313184,311528,18181,17666,145956,148643,4723,4672,65016,63712,1250091,1198949,344253,342801,33994,33079,171305,172896,9985,9908,501259,482370,438097,421333,25007,24228,14867,14231,4951,4910,1750,1703,16587,15965,453010,435563,32615,31780,21896,20892,9380,9282,3221,3141
R,10,2022,28,4466527,2266502,2200025,1640227,1575315,352180,349735,32990,32384,155378,157783,6414,6539,79313,78269,1711013,1645074,389036,387140,56081,55085,184376,185943,13367,13142,1765308,1719220,1201800,1155371,326968,325653,18373,17860,150427,152967,4716,4805,63024,62564,1258009,1211114,356425,355788,34411,33839,175114,176864,10149,10006,501194,480805,438427,419944,25212,24082,14617,14524,4951,4816,1698,1734,16289,15705,453004,433960,32611,31352,21670,21246,9262,9079,3218,3136
R,10,2022,29,4571661,2320776,2250885,1676325,1605944,367140,364081,34457,33482,160308,164872,6808,6541,75738,75965,1743653,1673358,401485,399764,56848,56259,188646,192264,13541,13154,1811901,1766409,1230627,1182449,341392,339583,19245,18980,155468,159959,4964,4829,60205,60609,1284163,1236242,368661,368086,34885,35082,179617,183285,10257,9999,508875,484476,445698,423495,25748,24498,15212,14502,4840,4913,1844,1712,15533,15356,459490,437116,32824,31678,21963,21177,9029,8979,3284,3155
R,10,2022,30,4657845,2360683,2297162,1706543,1640077,372423,370375,35984,34083,164592,171378,6885,6724,74256,74525,1772244,1705961,404766,404047,58921,56720,192660,199191,13638,13406,1845400,1808087,1255589,1212384,346153,345345,20194,19524,159731,166415,4989,4943,58744,59476,1307502,1264951,371465,372079,36214,35575,183800,190212,10334,10151,515283,489075,450954,427693,26270,25030,15790,14559,4861,4963,1896,1781,15512,15049,464742,441010,33301,31968,22707,21145,8860,8979,3304,3255
R,10,2022,31,4746858,2394445,2352413,1730098,1674934,376567,381999,36119,33640,172753,180798,7695,7064,71213,73978,1792123,1739353,406938,415320,58129,55731,200687,209560,14850,14232,1882178,1869334,1283559,1255346,349612,355209,20133,19503,167565,175388,5605,5260,55704,58628,1331924,1306273,373000,381349,35280,34940,191357,199923,11251,10970,512267,483079,446539,419588,26955,26790,15986,14137,5188,5410,2090,1804,15509,15350,460199,433080,33938,33971,22849,20791,9330,9637,3599,3262
R,10,2022,32,4786069,2414919,2371150,1753779,1694755,372619,379377,35829,33070,177775,186515,7787,7323,67130,70110,1812348,1756140,400330,410331,56667,54520,204863,213612,14534,13980,1900277,1893709,1304808,1280126,345484,352373,19608,19222,172477,181189,5602,5476,52298,55323,1350233,1328427,366461,376450,33888,34156,195681,204327,10940,10750,514642,477441,448971,414629,27135,27004,16221,13848,5298,5326,2185,1847,14832,14787,462115,427713,33869,33881,22779,20364,9182,9285,3594,3230
R,10,2022,33,4653299,2350112,2303187,1711774,1644646,355179,365502,34462,31768,178537,189094,7795,6919,62365,65258,1766218,1701391,380492,393951,54198,51776,203609,214757,13942,13304,1855507,1848735,1280124,1249577,329188,339887,18629,18458,173485,183929,5698,5240,48383,51644,1322154,1294271,348118,361923,32026,32458,195058,206073,10612,10377,494605,454452,431650,395069,25991,25615,15833,13310,5052,5165,2097,1679,13982,13614,444064,407120,32374,32028,22172,19318,8551,8684,3330,2927
R,10,2022,34,4590447,2313922,2276525,1700354,1638705,335587,349963,34381,31019,176615,187517,7666,7005,59319,62316,1751882,1693042,359059,376715,53013,50216,201004,212177,13748,13086,1817814,1824054,1266206,1245104,310526,324681,18304,17577,171627,182486,5610,5278,45541,48928,1305592,1287648,327779,345051,30668,30933,192538,203628,10418,10146,496108,452471,434148,393601,25061,25282,16077,13442,4988,5031,2056,1727,13778,13388,446290,405394,31280,31664,22345,19283,8466,8549,3330,2940
R,10,2022,35,4490725,2270146,2220579,1682378,1607624,318976,332877,32803,29880,172798,183651,7713,6804,55478,59743,1730432,1659713,340782,358250,50678,48492,195525,207454,13567,12650,1781399,1777287,1253422,1221292,294860,308395,17169,16981,167968,178898,5534,5099,42446,46622,1289905,1261764,310759,327589,29056,29784,187479,199372,10238,9781,488747,443292,428956,386332,24116,24482,15634,12899,4830,4753,2179,1705,13032,13121,440527,397949,30023,30661,21622,18708,8046,8082,3329,2869
R,10,2022,36,4504323,2279197,2225126,1700743,1621649,311761,326816,32596,29797,172795,183048,7704,6880,53598,56936,1747377,1671005,332281,350542,49827,48307,194935,205565,13418,12552,1786270,1781133,1267505,1234136,287634,302326,16933,16686,167853,178410,5501,5156,40844,44419,1302868,1272438,302320,320280,28376,29537,186775,197734,10048,9721,492927,443993,433238,387513,24127,24490,15663,13111,4942,4638,2203,1724,12754,12517,444509,398567,29961,30262,21451,18770,8160,7831,3370,2831
R,10,2022,37,4510647,2280489,2230158,1709212,1628933,307117,324629,32110,29379,172136,184184,7636,6919,52278,56114,1754535,1677651,326933,347313,49670,47737,193409,206773,13183,12665,1785965,1785895,1274157,1240681,283504,300549,16195,16447,167344,179504,5427,5284,39338,43430,1307977,1278194,297526,317239,27698,29178,185518,198861,9851,9936,494524,444263,435055,388252,23613,24080,15915,12932,4792,4680,2209,1635,12940,12684,446558,399457,29407,30074,21972,18559,7891,7912,3332,2729
R,10,2022,38,4430449,2234292,2196157,1677365,1606180,295795,316220,31524,28934,172044,183999,7377,6642,50187,54182,1720938,1653090,314344,337612,48477,47065,192708,206141,12885,12288,1750376,1756255,1251149,1221226,273066,292706,16067,16100,167224,179541,5242,4980,37628,41702,1283573,1257177,286053,308283,27157,28581,184813,198451,9603,9486,483916,439902,426216,384954,22729,23514,15457,12834,4820,4458,2135,1662,12559,12480,437365,395913,28291,29329,21320,18484,7895,7690,3282,2802
R,10,2022,39,4440370,2238881,2201489,1686721,1612063,294058,315923,31884,29211,169500,183792,7416,6788,49302,53712,1729417,1658442,312247,336841,48750,47645,189748,205541,12742,12463,1753285,1758671,1258614,1224865,271390,291998,16053,16075,164732,179352,5370,5094,37126,41287,1290505,1260277,284113,307260,27253,28785,181972,197945,9597,9646,485596,442818,428107,387198,22668,23925,15831,13136,4768,4440,2046,1694,12176,12425,438912,398165,28134,29581,21497,18860,7776,7596,3145,2817
R,10,2022,40,4474081,2253302,2220779,1701915,1628971,295135,319079,31707,29049,168187,183779,7442,6873,48916,53028,1744283,1674728,313097,339934,48722,47434,188084,204965,12813,12452,1762372,1769506,1268822,1233868,272264,294798,15989,15850,163367,179070,5288,5106,36642,40814,1300279,1268867,284775,310036,27262,28611,180194,197137,9568,9593,490930,451273,433093,395103,22871,24281,15718,13199,4820,4709,2154,1767,12274,12214,444004,405861,28322,29898,21460,18823,7890,7828,3245,2859
R,10,2022,41,4392838,2209187,2183651,1676249,1608168,288587,312969,30437,28447,159328,176355,7201,6325,47385,51387,1717091,1652525,305758,333260,47306,46448,178479,196616,12447,11761,1734641,1742326,1257336,1221498,266641,289501,15210,15609,154718,171757,5134,4639,35602,39322,1287775,1255228,278645,304191,26458,28024,170953,189047,9292,8994,474546,441325,418913,386670,21946,23468,15227,12838,4610,4598,2067,1686,11783,12065,429316,397297,27113,29069,20848,18424,7526,7569,3155,2767
R,10,2022,42,4412362,2219922,2192440,1682536,1610474,295321,321773,31097,28380,156511,174046,7308,6526,47149,51241,1723181,1654626,312570,342016,48157,46646,175388,194022,12617,12059,1733481,1747173,1253072,1220037,273037,298019,15488,15607,151739,169477,5117,4850,35028,39183,1282991,1253497,284929,312638,26797,28298,167593,186506,9336,9343,486441,445267,429464,390437,22284,23754,15609,12773,4772,4569,2191,1676,12121,12058,440190,401129,27641,29378,21360,18348,7795,7516,3281,2716
R,10,2022,43,4226814,2119083,2107731,1608863,1548805,280153,309078,29160,27017,150521,168743,6446,6087,43940,48001,1646824,1590043,296011,327990,45197,44228,168015,187584,11345,11082,1664434,1684260,1207422,1177693,259171,286324,14653,14815,146166,164492,4528,4539,32494,36397,1235240,1208710,270021,299692,25200,26735,160878,180470,8377,8567,454649,423471,401441,371112,20982,22754,14507,12202,4355,4251,1918,1548,11446,11604,411584,381333,25990,28298,19997,17493,7137,7114,2968,2515
R,10,2022,44,4115603,2061324,2054279,1570606,1513504,269032,298254,27890,26466,145712,164514,6223,5689,41861,45852,1606591,1552908,284147,315939,43383,43285,162314,182431,10689,10461,1617229,1636897,1177411,1147541,248876,276087,14049,14292,141472,160183,4444,4179,30977,34615,1203719,1177021,259218,288569,24320,25844,155450,175400,7993,8011,444095,417382,393195,365963,20156,22167,13841,12174,4240,4331,1779,1510,10884,11237,402872,375887,24929,27370,19063,17441,6864,7031,2696,2450
R,10,2022,45,4080172,2038119,2042053,1558437,1508625,263410,294258,27922,26340,142166,162485,6029,5705,40155,44640,1592969,1546694,277665,311422,43049,43013,158091,180012,10437,10443,1599040,1625258,1168761,1141614,244263,272685,14284,14621,137841,158239,4283,4207,29608,33892,1193899,1170249,253852,284856,24388,26275,151184,173113,7758,8006,439079,416795,389676,367011,19147,21573,13638,11719,4325,4246,1746,1498,10547,10748,399070,376445,23813,26566,18661,16738,6907,6899,2679,2437
R,10,2022,46,3915268,1953710,1961558,1489852,1449608,250185,279111,26841,24991,142702,160752,5708,5406,38422,41690,1522954,1485085,263356,294866,41422,40694,158072,177320,10062,9841,1529124,1554227,1112754,1089996,231622,258520,13675,13684,138653,156555,4098,3985,28322,31487,1136851,1116484,240373,269562,23363,24586,151652,170579,7552,7581,424586,407331,377098,359612,18563,20591,13166,11307,4049,4197,1610,1421,10100,10203,386103,368601,22983,25304,18059,16108,6420,6741,2510,2260
R,10,2022,47,3931307,1962123,1969184,1500298,1457346,249798,280713,26344,24967,144205,161051,5602,5185,35876,39922,1530958,1491329,262180,295509,40198,40168,158568,176986,9538,9358,1543384,1566919,1126640,1101046,232288,260748,13368,13850,140230,157035,4061,3835,26797,30405,1149259,1126688,240683,271125,22835,24530,152423,170624,7219,7197,418739,402265,373658,356300,17510,19965,12976,11117,3975,4016,1541,1350,9079,9517,381699,364641,21497,24384,17363,15638,6145,6362,2319,2161
R,10,2022,48,3887742,1937517,1950225,1483469,1447012,245481,276434,25975,24448,142843,159132,5372,5052,34377,38147,1512738,1479299,257109,290505,39553,39271,156569,174247,9262,9052,1530848,1556075,1119528,1096430,228937,257732,13286,13571,139133,155281,3944,3774,26020,29287,1141458,1120920,236987,267743,22625,24125,150941,168308,7102,7020,406669,394150,363941,350582,16544,18702,12689,10877,3710,3851,1428,1278,8357,8860,371280,358379,20122,22762,16928,15146,5628,5939,2160,2032
R,10,2022,49,3892895,1937332,1955563,1484323,1450892,246853,279262,25287,24552,141904,158530,5170,5002,33795,37325,1513037,1482352,258025,292832,38606,39222,155625,173449,8964,8912,1543300,1570679,1131227,1108449,230965,261003,13127,13763,138375,154825,3819,3734,25787,28905,1152870,1132530,238653,270708,22481,24444,150240,167717,6929,6908,394032,384884,353096,342443,15888,18259,12160,10789,3529,3705,1351,1268,8008,8420,360167,349822,19372,22124,16125,14778,5385,5732,2035,2004
R,10,2022,50,4040291,2013335,2026956,1549563,1512508,256858,288358,25893,24637,142258,159255,5227,4924,33536,37274,1577912,1543952,267660,301598,39706,39728,155644,173952,8992,8887,1621125,1643783,1197898,1171128,241234,270356,13621,13999,138624,155575,3917,3673,25831,29052,1219456,1195324,248792,279924,23529,25033,150255,168373,6973,6954,392210,383173,351665,341380,15624,18002,12272,10638,3634,3680,1310,1251,7705,8222,358456,348628,18868,21674,16177,14695,5389,5579,2019,1933
R,10,2022,51,4280747,2137112,2143635,1665862,1620595,267041,300800,26114,25428,138365,153994,5258,4974,34472,37844,1695039,1652534,277991,314114,40610,41201,151919,168492,9214,9117,1747821,1763696,1316724,1282221,251494,283008,14248,14681,134688,150386,3913,3748,26754,29652,1339134,1306985,259178,292603,24800,26493,146468,162950,7185,7166,389291,379939,349138,338374,15547,17792,11866,10747,3677,3608,1345,1226,7718,8192,355905,345549,18813,21511,15810,14708,5451,5542,2029,1951
R,10,2022,52,4328319,2162289,2166030,1691564,1646594,268715,298794,26370,24999,136530,153078,5174,5106,33936,37459,1720252,1677957,279522,311861,40927,40994,149492,167425,9152,9323,1778882,1797378,1347780,1318285,253281,281463,14486,14753,132983,149466,3880,3881,26472,29530,1369893,1342743,260992,291043,25198,26812,144201,161833,7174,7397,383407,368652,343784,328309,15434,17331,11884,10246,3547,3612,1294,1225,7464,7929,350359,335214,18530,20818,15729,14182,5291,5592,1978,1926
R,10,2022,53,4139661,2063380,2076281,1623309,1588289,250116,280026,24700,23924,128669,144909,5000,4902,31586,34231,1650115,1616992,259778,291524,38607,39081,140722,157832,8696,8748,1700907,1725746,1298053,1275540,235649,263925,13747,14160,125324,141460,3798,3758,24336,26903,1318482,1297885,242243,272194,23946,25631,135749,152612,6826,6939,362473,350535,325256,312749,14467,16101,10953,9764,3345,3449,1202,1144,7250,7328,331633,319107,17535,19330,14661,13450,4973,5220,1870,1809
R,10,2022,54,4031702,2007012,2024690,1577060,1546129,246430,276820,24269,23333,125048,141430,4559,4640,29646,32338,1602031,1573014,255383,287654,37622,37826,136278,153514,8047,8451,1657889,1687004,1263818,1244820,232221,260988,13491,14015,121993,138258,3409,3518,22957,25405,1282921,1265664,238369,268749,23397,25047,131740,148769,6306,6702,349123,337686,313242,301309,14209,15832,10778,9318,3055,3172,1150,1122,6689,6933,319110,307350,17014,18905,14225,12779,4538,4745,1741,1749
R,10,2022,55,4020573,1994054,2026519,1578137,1560073,244722,277298,23384,23169,114861,130115,4697,4571,28253,31293,1601913,1586110,253110,287949,36487,37604,125360,141303,8001,8244,1658628,1698712,1276742,1267314,231131,261855,13361,14346,111891,127136,3559,3499,21944,24562,1294962,1287497,236863,269446,23168,25397,120997,136763,6360,6596,335426,327807,301395,292759,13591,15443,10023,8823,2970,2979,1138,1072,6309,6731,306951,298613,16247,18503,13319,12207,4363,4540,1641,1648
R,10,2022,56,4046646,2002171,2044475,1583390,1575099,249561,282786,23328,23184,113463,128147,4609,4651,27820,30608,1606499,1600484,257932,293018,36519,37661,123590,139017,8043,8269,1674296,1723638,1288962,1288584,236013,267843,13487,14506,110600,125124,3528,3611,21706,23970,1306707,1308228,241718,275115,23568,25603,119335,134447,6436,6626,327875,320837,294428,286515,13548,14943,9841,8678,2863,3023,1081,1040,6114,6638,299792,292256,16214,17903,12951,12058,4255,4570,1607,1643
R,10,2022,57,4199781,2070362,2129419,1643439,1646979,256117,292709,24059,24031,113951,129479,4713,4654,28083,31567,1666901,1673109,264326,303065,37645,39195,124063,140532,8135,8427,1745510,1810557,1351734,1362452,242742,277649,14362,15365,111069,126455,3674,3665,21929,24971,1369790,1382839,248396,285085,24664,27199,119838,136006,6547,6844,324852,318862,291705,284527,13375,15060,9697,8666,2882,3024,1039,989,6154,6596,297111,290270,15930,17980,12981,11996,4225,4526,1588,1583
R,10,2022,58,4323237,2123317,2199920,1696841,1714560,256672,294677,23966,24385,113298,130274,4505,4647,28035,31377,1720122,1740471,264565,304533,37954,40121,123333,141160,7977,8351,1813496,1888712,1418696,1436530,243814,280033,14584,15924,110616,127469,3522,3671,22264,25085,1436962,1456978,249327,287113,25489,28478,119353,136913,6442,6826,309821,311208,278145,278030,12858,14644,9382,8461,2682,2805,983,976,5771,6292,283160,283493,15238,17420,12465,11643,3980,4247,1535,1525
R,10,2022,59,4337302,2126776,2210526,1703380,1729401,252362,289627,23626,23827,115349,131882,4276,4557,27783,31232,1726558,1755164,260059,299413,37639,39532,125208,142517,7605,8277,1830128,1910168,1437217,1461211,239959,275646,14718,15622,112690,129087,3354,3611,22190,24991,1455534,1481549,245325,282732,25740,28182,121330,138269,6193,6749,296648,300358,266163,268190,12403,13981,8908,8205,2659,2795,922,946,5593,6241,271024,273615,14734,16681,11899,11350,3878,4248,1412,1528
R,10,2022,60,4337271,2121782,2215489,1709969,1745734,248249,287146,22968,23703,108775,123679,4409,4529,27412,30698,1732936,1770915,255586,296759,36730,39524,118579,134065,7811,8174,1836859,1926779,1453806,1487729,236594,274103,14460,15638,106311,120994,3523,3618,22165,24697,1472184,1507755,241729,281041,25470,28374,114925,130007,6448,6666,284923,288710,256163,258005,11655,13043,8508,8065,2464,2685,886,911,5247,6001,260752,263160,13857,15718,11260,11150,3654,4058,1363,1508
R,10,2022,61,4326550,2111058,2215492,1715303,1757076,242013,282979,22361,23624,100361,117473,4107,4208,26913,30132,1737761,1781778,249161,292269,36213,39460,109923,127520,7373,7825,1843134,1941197,1474617,1511895,230989,270441,14388,16156,98021,114919,3321,3370,21798,24416,1492591,1531676,236053,277238,25514,29045,106404,123638,6110,6424,267924,274295,240686,245181,11024,12538,7973,7468,2340,2554,786,838,5115,5716,245170,250102,13108,15031,10699,10415,3519,3882,1263,1401
R,10,2022,62,4291785,2089928,2201857,1690612,1739686,242652,283020,22008,23401,103848,122255,4196,4207,26612,29288,1712922,1763647,249700,292061,35796,38786,113154,132044,7346,7683,1827298,1931753,1454686,1497959,231936,270805,14135,16078,101508,119688,3379,3409,21654,23814,1472657,1517195,236938,277463,25265,28633,109718,128200,6038,6375,262630,270104,235926,241727,10716,12215,7873,7323,2340,2567,817,798,4958,5474,240265,246452,12762,14598,10531,10153,3436,3844,1308,1308
R,10,2022,63,4181350,2028588,2152762,1650360,1709957,231599,273634,20839,22047,96778,115235,3877,3897,25135,27992,1671367,1732983,238014,282060,33991,37205,105727,124319,6850,7086,1789354,1903012,1435349,1486671,221723,262140,13767,15201,94665,112896,3164,3191,20686,22913,1452516,1505305,226327,268373,24520,27673,102592,120846,5695,5910,239234,249750,215011,223286,9876,11494,7072,6846,2113,2339,713,706,4449,5079,218851,227678,11687,13687,9471,9532,3135,3473,1155,1176
R,10,2022,64,4109377,1985542,2123835,1620830,1692780,221055,263650,19282,21237,96797,115702,3659,3784,23919,26682,1640693,1714589,227285,271691,32052,35768,105086,124391,6419,6782,1763518,1887292,1421753,1481060,211509,252732,12845,14879,94803,113570,2977,3115,19631,21936,1437903,1498814,215951,258699,23350,26906,102129,121147,5327,5704,222024,236543,199077,211720,9546,10918,6437,6358,1994,2132,682,669,4288,4746,202790,215775,11334,12992,8702,8862,2957,3244,1092,1078
R,10,2022,65,4061990,1953780,2108210,1599595,1686151,213970,259473,19187,20638,94233,112379,3452,3622,23343,25947,1619030,1707468,220040,267250,31826,35264,102146,120354,6165,6561,1740553,1878685,1408131,1480430,205067,248946,12765,14617,92398,110441,2854,2943,19338,21308,1424075,1497742,209491,254677,23227,26807,99485,117366,5191,5438,213227,229525,191464,205721,8903,10527,6422,6021,1835,1938,598,679,4005,4639,194955,209726,10549,12573,8599,8457,2661,2988,974,1123
R,10,2022,66,3901302,1866018,2035284,1531053,1626779,201216,249318,17949,19812,90600,110861,3256,3451,21944,25063,1549370,1647362,206861,256758,29931,34012,97944,118627,5792,6274,1667496,1817833,1352971,1432143,192785,239290,12039,14072,88847,108795,2670,2899,18184,20634,1368017,1448905,196836,244762,21989,25947,95382,115562,4860,5315,198522,217451,178082,194636,8431,10028,5910,5740,1753,2066,586,552,3760,4429,181353,198457,10025,11996,7942,8065,2562,3065,932,959
R,10,2022,67,3774193,1796060,1978133,1478123,1587270,188696,235939,17025,18617,88278,109465,3069,3403,20869,23439,1495430,1606364,194048,243001,28533,31792,95226,116779,5510,6067,1607698,1768865,1308692,1399195,180805,226595,11565,13357,86616,107591,2571,2815,17449,19312,1323028,1414707,184688,231810,21221,24370,92855,114010,4691,5111,188362,209268,169431,188075,7891,9344,5460,5260,1662,1874,498,588,3420,4127,172402,191657,9360,11191,7312,7422,2371,2769,819,956
R,10,2022,68,3649027,1726591,1922436,1428993,1549840,176089,225094,15715,17620,83669,104534,2817,3199,19308,22149,1445085,1567878,180999,231606,26544,30288,90008,111266,4971,5763,1554318,1727286,1273629,1374026,168831,216627,10957,12821,82245,102745,2356,2647,16300,18420,1287091,1388819,172459,221483,20187,23518,87909,108689,4255,4878,172273,195150,155364,175814,7258,8467,4758,4799,1424,1789,461,552,3008,3729,157994,179059,8540,10123,6357,6770,2099,2577,716,885
R,10,2022,69,3482757,1638723,1844034,1364672,1496535,160646,209665,14508,16265,78293,97919,2670,2863,17934,20787,1379648,1513540,165027,215677,24745,28233,84084,104305,4705,5274,1481876,1662774,1223287,1332959,153998,201766,10151,11905,76998,96380,2269,2408,15173,17356,1235890,1346974,157180,206278,18886,22054,82206,102016,4060,4517,156847,181260,141385,163576,6648,7899,4357,4360,1295,1539,401,455,2761,3431,143758,166566,7847,9399,5859,6179,1878,2289,645,757
R,10,2022,70,3370806,1580023,1790783,1322423,1457622,149430,199786,13340,15370,75830,96034,2546,2807,16454,19164,1336129,1473361,153505,205272,22757,26680,81070,101669,4471,5022,1434548,1621060,1190995,1304322,143403,192379,9472,11333,74563,94550,2180,2364,13935,16112,1202494,1317398,146406,196549,17532,21012,79278,99498,3866,4272,145475,169723,131428,153300,6027,7407,3868,4037,1267,1484,366,443,2519,3052,133635,155963,7099,8723,5225,5668,1792,2171,605,750
R,10,2022,71,3187172,1485005,1702167,1246357,1386506,140267,191800,12539,14419,68142,88945,2230,2536,15470,17961,1259174,1401227,144048,197022,21664,25167,72950,94027,4047,4592,1348333,1542132,1122453,1242006,134689,184791,9042,10637,67025,87522,1918,2131,13206,15045,1133308,1254158,137537,188747,16899,19853,71349,91979,3532,3926,136672,160035,123904,144500,5578,7009,3497,3782,1117,1423,312,405,2264,2916,125866,147069,6511,8275,4765,5314,1601,2048,515,666
R,10,2022,72,3014909,1396533,1618376,1164190,1312135,133777,182219,12010,13667,69485,90808,2225,2388,14846,17159,1176542,1326056,137478,187295,20719,23751,74084,95941,3950,4393,1269065,1464440,1048877,1173029,128459,175400,8743,10113,68428,89456,1876,2043,12682,14399,1059355,1184582,131246,179232,16247,18764,72559,93931,3428,3767,127468,153936,115313,139106,5318,6819,3267,3554,1057,1352,349,345,2164,2760,117187,141474,6232,8063,4472,4987,1525,2010,522,626
R,10,2022,73,2916622,1347011,1569611,1132348,1283519,121968,169980,11263,12761,65589,84842,2151,2378,13692,16131,1143740,1296697,125225,174674,19452,22426,69775,89399,3764,4221,1229508,1427505,1025764,1154677,117243,163828,8285,9577,64617,83682,1838,2026,11761,13715,1035489,1165768,119709,167440,15423,18016,68352,87697,3252,3653,117503,142106,106584,128842,4725,6152,2978,3184,972,1160,313,352,1931,2416,108251,130929,5516,7234,4029,4410,1423,1702,512,568
R,10,2022,74,2834553,1306193,1528360,1105543,1259405,113766,160406,10414,12137,61747,78856,1928,2221,12795,15335,1116164,1272075,116914,164696,18076,21395,65579,83179,3408,3955,1196810,1394308,1006314,1137846,109295,154770,7749,9156,60860,77714,1649,1908,10943,12914,1015321,1148397,111696,158014,14397,17155,64270,81492,2965,3418,109383,134052,99229,121559,4471,5636,2665,2981,887,1142,279,313,1852,2421,100843,123678,5218,6682,3679,4240,1309,1687,443,537
R,10,2022,75,2969488,1373828,1595660,1182583,1342350,107939,150906,10528,11621,57891,73440,1840,1986,13047,15357,1193562,1355167,110999,155191,18666,21118,61519,77541,3326,3645,1269202,1466355,1087344,1224625,103960,145594,7880,8906,57080,72342,1583,1707,11355,13181,1096858,1235529,106330,148924,15092,17242,60310,75989,2911,3194,104626,129305,95239,117725,3979,5312,2648,2715,811,1098,257,279,1692,2176,96704,119638,4669,6267,3574,3876,1209,1552,415,451
R,10,2022,76,2260627,1034072,1226555,882097,1020080,82475,119829,8136,9409,49500,63155,1626,1712,10238,12370,890725,1030299,84880,123216,14260,16692,52508,66772,2879,3186,946376,1114271,802304,918022,79010,114982,5985,7124,48832,62224,1423,1479,8822,10440,809703,926556,80827,117546,11376,13404,51521,65407,2527,2796,87696,112284,79793,102058,3465,4847,2151,2285,668,931,203,233,1416,1930,81022,103743,4053,5670,2884,3288,987,1365,352,390
R,10,2022,77,1977095,890032,1087063,755447,900333,73651,109698,7082,8518,43619,55999,1397,1579,8836,10936,762832,909374,75756,112702,12293,14989,46274,59162,2535,2873,811907,985217,684246,807529,70668,105488,5252,6416,42988,55179,1198,1359,7555,9246,690510,815101,72245,107750,9783,12000,45346,57965,2209,2494,78125,101846,71201,92804,2983,4210,1830,2102,631,820,199,220,1281,1690,72322,94273,3511,4952,2510,2989,928,1197,326,379
R,10,2022,78,1900884,849697,1051187,725265,876496,67445,102473,6556,7798,40881,52429,1205,1444,8345,10547,732277,885223,69365,105453,11571,14078,43335,55404,2253,2727,780145,957309,661816,790866,64671,98712,4952,5898,40383,51627,1058,1240,7265,8966,667886,798219,66150,100995,9410,11378,42588,54238,1994,2389,69552,93878,63449,85630,2774,3761,1604,1900,498,802,147,204,1080,1581,64391,87004,3215,4458,2161,2700,747,1166,259,338
R,10,2022,79,1922074,852476,1069598,737374,905085,63384,99092,6034,7496,36877,46589,1116,1237,7691,10099,743909,913510,65101,101818,10777,13628,38967,49323,2099,2430,788244,980352,678608,823665,60890,95455,4661,5687,36381,45913,985,1067,6719,8565,684308,830776,62214,97486,8906,11036,38235,48302,1860,2133,64232,89246,58766,81420,2494,3637,1373,1809,496,676,131,170,972,1534,59601,82734,2887,4332,1871,2592,732,1021,239,297
R,10,2022,80,1652498,724958,927540,621935,778271,55211,87857,5341,6600,34601,44995,931,1159,6939,8658,627739,785468,56809,90228,9606,11868,36577,47366,1754,2127,668508,847798,570327,705266,52998,84698,4125,5034,34193,44385,808,980,6057,7435,575376,711397,54238,86513,7913,9675,35967,46492,1539,1850,56450,79742,51608,73005,2213,3159,1216,1566,408,610,123,179,882,1223,52363,74071,2571,3715,1693,2193,610,874,215,277
